Brand,Price,Released Date,OS,Display,Camera,RAM,Battery
Samsung,"৳16,000.00","2022, July 23","Android 12, One UI Core 4","6.6"" 1080x2408 pixels",50MP 1080p,4/6GB RAM Exynos 850,6000mAh Li-Po
Vivo,"৳25,000.00","2022, July 25",Android 12,"6.51"" 1080x2340 pixels",50MP 1080p,6GB RAM Dimensity 700,5000mAh Li-Po
Xiaomi,"৳55,000.00","2022, July 13","Android 12, MIUI 13","6.73"" 1440x3200 pixels",50MP 4320p,8/12GB RAM Dimensity 9000+,5160mAh Li-Po
Walton,"৳7,999.00 ৳8,290.00","2022, July",Android 11,"6.52"" 720x1600 pixels",8MP 1080P,2GB RAM Unisoc Tiger T310,4000mAh Li-po
Xiaomi,"৳31,000.00 ৳30,000.00","2022, July 23","Android 12, MIUI 13","6.6"" 1080x2460 pixels",64MP 2160p,6/8GB RAM Dimensity 8100,5080mAh Li-Po
BLU,"৳18,000.00","2022, June 24",Android 11,"6.5"" 720x1600 pixels",13MP 1080p,4GB RAM Helio G25,5000mAh Li-Po
OnePlus,Coming soon,Not announced yet,Android 12,"6.7"" 1080x2412 pixels",50MP 2160p,8/12GB RAM Dimensity 8100,5000mAh Li-Po
Infinix,"৳20,000.00","2022, July 14","Android 12, XOS 10.6","6.7"" 1080x2400 pixels",50MP 1080p,6GB RAM Dimensity 810,5000mAh Li-Po
Symphony,"৳16,499.00 ৳14,999.00","2022, June",Android 11,"6.67"" 1080x2400 pixels",108MP 1080p,6GB RAM Helio P70,5000mAh Li-Po
Symphony,"৳11,999.00","2022, June",Android 12,"6.52"" 720x1600 pixels",13MP1080p,4GB RAM Helio G25,5000mAh Li-Po
Vivo,"৳69,000.00","2022, August 2","Android 12, Funtouch 12","6.78"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Snapdragon 8+ Gen 1,4700mAh Li-Po
Vivo,Coming soon,Not announced yet,Android 12,"6.78"" 1440x3200 pixels",50MP 4320p,8/12GB RAM Snapdragon 8 Gen1,5000mAh Li-Po
HTC,"৳50,000.00","2022, July 10",Android 12,"6.6"" 1080x2412 pixels",64MP 1080p,8GB RAM Snapdragon 695 5G,4520mAh Li-Po
OnePlus,"৳25,000.00","2022, November 03","Android 13, OxygenOS 13","6.56"" 720x1612 pixels",48MP 1080p,4GB RAM Dimensity 810,5000mAh Li-Po
Xiaomi,"৳109,000.00","2022, July 09","Android 12, MIUI 13","6.73"" 1440x3200 pixels",50MP 4320p,8/12GB RAM Snapdragon 8+ Gen 1,4860mAh Li-Po
Motorola,Coming soon,Not announced yet,Android 12,"6.7"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Snapdragon 8 Gen1,4500mAh Li-Po
Asus,Coming soon,Not announced yet,Android 11,"6.78"" 1080x2448 pixels",64MP 4320p,16GB RAM Snapdragon 888,4500mAh Li-Po
Huawei,"৳25,000.00","2022, July 27",EMUI 12,"6.7"" 1080x2388 pixels",50MP 1080p,4-8GB RAM Snapdragon 680 4G,5000mAh Li-Po
Samsung,"৳17,500.00","2022, July 23","Android 12, One UI Core 4","6.5"" 720x1600 pixels",50MP 1080p,4/6GB RAM Dimensity 700,5000mAh Li-Po
Nokia,Coming soon,Not announced yet,Android 11,"6.67"" 1080x2400 pixels",64MP 2160p,6/8GB RAM Snapdragon 480 5G,4500mAh Li-Po
Vivo,"৳34,999.00 ৳31,999.00","2022, September 07","Android 12, Funtouch 12","6.44"" 1080x2404 pixels",64MP 2160p,8GB RAM Helio G99,4500mAh Li-Po
Symphony,"৳7,400.00",2022 June,Android 11,"5.7"" 720x1440 pixels",5MP 1080p,2GB RAM,3000mAh Li-po
Tecno,"৳14,990.00 ৳13,990.00","2022, July","Android 12, HIOS 8.6","6.6"" 720x1600 pixels",13MP 1080p,4GB RAM MT6765V,5000mAh Li-Po
Realme,Coming soon,Not announced yet,Android 12,"6.58"" 1080x2408 pixels",13MP 1080p,4/6GB RAM Dimensity 810 5G,4500mAh Li-Po
BLU,Coming soon,"2022, June 03",Android 11,"6.1"" 720x1520 pixels",8MP 1080p,2GB RAM Helio A22,3000mAh Li-Po
Motorola,Coming soon,Not announced yet,Android 11,"6.5"" 1080x2400 pixels",16MP 1080p,4GB RAM Unisoc T606,4500mAh Li-Po
Tecno,Coming soon,"2022, July 13","Android 12, HIOS 8.6","6.8"" 1080x2460 pixels",64MP 1080p,8GB RAM Dimensity 810,5000mAh Li-Po
Vivo,Coming soon,"2022, September 22","Android 12, Funtouch 12","6.44"" 1080x2404 pixels",64MP 2160p,8GB RAM Dimensity 900,4500mAh Li-Po
Coolpad,Coming soon,"2021, June 01","Android 11, CoolOS 2","6.52"" 720x1600 pixels",48MP 1080p,4/6GB RAM MT6769V,4500mAh Li-Po
Oppo,Coming soon,Not announced yet,Android 11,"6.43"" 1080x2400 pixels",48MP 1080p,6GB RAM Snapdragon 695 5G,4500mAh Li-Po
Nokia,"৳15,000.00","2022, July 20",Android 12,"6.52"" 720x1600 pixels",50MP 1080p,3/4GB RAM Unisoc T606,5000mAh Li-Ion
Tecno,"৳20,000.00","2022, September 26","Android 12, HIOS 8.6","6.8"" 1080x2460 pixels",50MP 1440p,4GB RAM Dimensity 810,6000mAh Li-Po
Motorola,"৳22,500.00","2022, June 28",Android 12,"6.5"" 1080x2400 pixels",50MP 1080p,4/6GB RAM Snapdragon 680 4G,5000mAh Li-Po
Samsung,"৳24,000.00","2023, July 15",Android 13,"6.5"" 1080x2400 pixels",50MP 2160p,6/8GB RAM Exynos 1280,6000mAh Li-Po
Samsung,Coming soon,Cancelled,Android 12,"6.5"" 720x1600 pixels",8MP 1080p,3GB RAM Exynos 850,5000mAh Li-Ion
Tecno,"৳22,000.00","2022, July 13","Android 12, HIOS 8.6","6.8"" 1080x2460 pixels",64MP 1080p,8GB RAM Helio G96,5000mAh Li-Po
Vivo,"৳18,000.00","2022, July 07","Android 12, OriginOS 2.0","6.58"" 1080x2408 pixels",50MP 1080p,8GB RAM Dimensity 810,5000mAh Li-Po
Coolpad,"৳15,000.00",2022 June,"Android 11, CoolOS 2","6.58"" 1080x2408 pixels",50MP 1080p,4-8GB RAM Dimensity 700,4500mAh Li-Po
Realme,"৳39,000.00","2022, March 30","Android 12, Realme UI 3.0","6.7"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Dimensity 8100,4500mAh Li-Po
Realme,"৳20,000.00","2022, December 14","Android 12, Realme UI 3.0","6.5"" 720x1600 pixels",13MP 1080p,4/8GB RAM Dimensity 700,5000mAh Li-Po
Symphony,"৳6,590.00",2022 June,Android 11,"5.45"" 720x1440 pixels",5MP 1080p,2GB RAM,2650 mAh Li-ion
ZTE,"৳12,000.00","2022, June 10",Android 11,"6.75"" 1080x2400 pixels",13MP 1080p,3GB RAM Unisoc SC9863A,6000mAh Li-Ion
ZTE,"৳10,000.00","2022, June","Android 11, MiFavor 11","6.52"" 720x1600 pixels",13MP 1080p,2GB RAM Unisoc SC9863A,5000mAh Li-Ion
Nothing,"৳66,990.00","2022, July 16","Android 12, up to 13, Nothing OS 1.5.3","6.55"" 1440x3216 pixels",50MP 2160p,8/12GB RAM Snapdragon 778G+ 5G,4500mAh Li-Po
Walton,"৳10,190.00 ৳10,499.00",2022 June,Android 11,"6.52"" 720x1600 pixels",13MP 1080P,3GB RAM Helio G25,5000mAh Li-po
OnePlus,"৳18,990.00 ৳11,999.00","2022, August 08","Android 12, OxygenOS 12.1","6.56"" 720x1612 pixels",50MP 1080p,4GB RAM Helio G35,5000mAh Li-Po
Tecno,"৳17,990.00 ৳16,990.00",2022 June,"Android 12, HIOS 8.6","6.8"" 1080x2460 pixels",48MP 1080p,6GB RAM Helio G85,5000mAh Li-Po
Samsung,Coming soon,Not announced yet,Android 12,"6.8"" 1440x3080 pixels",108MP 4320p,8/12GB RAM Exynos 2200,5000mAh Li-Ion
Lenovo,Coming soon,Not announced yet,Android 12,"6.92"" 1080x2460 pixels",64MP 2160p,12/16GB RAM Snapdragon 888 5G,4500mAh Li-Po
Realme,"৳11,000.00","2022, June 27","Android 11, Realme UI Go","6.5"" 720x1600 pixels",8MP 1080p,3/4GB RAM Unisoc Tiger T612,5000mAh Li-Po
Realme,"৳20,000.00","2022, August 24","Android 12, Realme UI 3.0","6.6"" 1080x2412 pixels",50MP 1080p,4/6GB RAM Dimensity 810,5000mAh Li-Po
Vivo,"৳75,000.00","2022, July 25","Android 12, Funtouch 12, Origin OS Ocean","6.78"" 1440x3200 pixels",50MP 4320p,8/12GB RAM Snapdragon 8+ Gen 1,4700mAh Li-Po
Vivo,"৳55,000.00","2022, July 26","Android 12, Origin OS Ocean","6.78"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Snapdragon 8+ Gen 1,4700mAh Li-Po
Motorola,Coming soon,Not announced yet,Android 12,"6.5"" 1080x2400 pixels",50MP 2160p,6/8GB RAM Dimensity 720 5G,5000mAh Li-Po
Motorola,Coming soon,Not announced yet,Android 12,"6.5"" 720x1600 pixels",50MP 1080p,6GB RAM Dimensity 700,4500mAh Li-Po
Oppo,"৳35,000.00","2022, August 04","Android 12, ColorOS 12.1","6.43"" 1080x2400 pixels",64MP 1080p,8GB RAM Snapdragon 695 5G,4500mAh Li-Po
OnePlus,"৳50,000.00","2022, May 04","Android 12, OxygenOS 12.1","6.7"" 1080x2412 pixels",50MP 2160p,12GB RAM Dimensity 8100-Max,4500mAh Li-Po
Infinix,"৳25,000.00","2022, February 18","Android 11, XOS 7.6","6.78"" 1080x2460 pixels",50MP 1440p,4/6GB RAM Helio G88,5000mAh Li-Po
Vivo,Coming soon,Cancelled,"Android 12, Origin OS Ocean","6.51"" 720x1600 pixels",13MP 2160p,4/6GB RAM Dimensity 700,5000mAh Li-Po
TCL,Coming soon,"Exp. release 2022, June","Android 12, TCL UI 4.0","6.81"" 1080x2460 pixels",50MP 1080p,4GB RAM Dimensity 700,4000mAh Li-Ion
Xiaomi,Coming soon,Not announced yet,"Android 12, MIUI 13","6.6"" 1080x2460 pixels",64MP 3240p,6/8GB RAM Dimensity 8100,5080mAh Li-Po
Xiaomi,"৳67,000.00","2023, January 01","Android 13, MIUI 14","6.67"" 1080x2340 pixels",54MP 4320p,8-16GB RAM Snapdragon 8 Gen 2,5000mAh Li-Po
Xiaomi,"৳58,000.00","2023, January 01","Android 13, MIUI 14","6.67"" 1440x3200 pixels",64MP 4320p,8-16GB RAM Snapdragon 8+ Gen 1,5500mAh Li-Po
ZTE,"৳87,500.00","2022, July 15","Android 12, Redmagic 5.5","6.8"" 1080x2400 pixels",64MP 4320p,12-18GB RAM Snapdragon 8+ Gen 1,5000mAh Li-Po
ZTE,"৳60,000.00","2022, July 15","Android 12, Redmagic 5.5","6.8"" 1080x2400 pixels",64MP 4320p,8-18GB RAM Snapdragon 8 Gen 1,4500mAh Li-Po
Vivo,"৳40,000.00","2022, April 20","Android 12, OriginOS 2.0 for iQOO","6.62"" 1080x2400 pixels",64MP 2160p,8/12GB RAM Snapdragon 8 Gen 1,4700mAh Li-Po
Xiaomi,"৳45,000.00","2022, August 25","Android 12, MIUI 13","6.67"" 1080x2400 pixels",108MP 2160p,8/12GB RAM Snapdragon 8+ Gen 1,5000mAh Li-Po
Vivo,"৳20,000.00",Cancelled,"Android 12, Origin OS Ocean","6.51"" 720x1600 pixels",13MP 1080p,4GB RAM Dimensity 700,5000mAh Li-Po
BLU,Coming soon,"2022, April",Android 11,"6.5"" 720x1600 pixels",13MP 1080p,4GB RAM,5000mAh Li-Po
Ulefone,"৳15,000.00","2022, May 13",Android 12,"6.1"" 720x1560 pixels",13MP 1080p,3GB RAM Helio A22,3300mAh Li-Po
Xiaomi,"৳18,000.00",Not announced yet,"Android 11, MIUI 13","6.58"" 1080x2408 pixels",50MP 1080p,4/6GB RAM Dimensity 700,5000mAh Li-Po
Oppo,Coming soon,"2022, September 12","Android 12, ColorOS 12.1","6.56"" 720x1612 pixels",50MP 1080p,4GB RAM Helio G35,5000mAh Li-Po
Oppo,"৳18,990.00 ৳16,990.00","2022, June 06","Android 12, ColorOS 12.1","6.56"" 720x1612 pixels",13MP 1080p,3/4GB RAM Helio G35,5000mAh Li-Po
Samsung,"৳70,000.00","2022, July 13","Android 12, One UI 4.1","6.6"" 1080x2408 pixels",50MP 1080p,6GB RAM Snapdragon 778G 5G,4050mAh Li-Po
Tecno,Coming soon,Not announced yet,Android 11,"6.52"" 720x1600 pixels",8MP 1080p,3GB RAM Helio A22,4500mAh Li-Po
Realme,"৳45,000.00",Not announced yet,Android 11,"6.62"" 1080x2400 pixels",64MP 2160p,8/12GB RAM Snapdragon 870 5G,4500mAh Li-Po
Motorola,"৳20,000.00","2022, June 02",Android 11,"6.5"" 720x1600 pixels",16MP 1080p,3/4GB RAM MT6765V,5000mAh Li-Po
Vivo,"৳25,000.00","2022, May 31","Android 12, OriginOS 2.0","6.58"" 1080x2408 pixels",50MP 2160p,8GB RAM Dimensity 1300,6000mAh Li-Po
Vivo,"৳40,000.00","2022, August 25","Android 12, Funtouch 12","6.56"" 1080x2376 pixels",64MP 2160p,8/12GB RAM Dimensity 1300,4830mAh Li-Po
Vivo,"৳47,999.00","2022, September 21","Android 12, Funtouch 12","6.44"" 1080x2404 pixels",64MP 2160p,8/12GB RAM Dimensity 900,4500mAh Li-Po
Xiaomi,"৳75,000.00","2022, October 06","Android 12, MIUI 13","6.67"" 1220x2712 pixels",200MP 4320p,8/12GB RAM Snapdragon 8+ Gen 1,5000mAh Li-Po
Xiaomi,"৳48,000.00","2022, October 06","Android 12, MIUI 13","6.67"" 1220x2712 pixels",108MP 2160p,8GB RAM Dimensity 8100 Ultra,5000mAh Li-Po
Xiaomi,"৳50,000.00",Not announced yet,Android 11,"6.5"" 1080x2400 pixels",48MP 1080p,4/8GB RAM Snapdragon 695 5G,4500mAh Li-Po
Nothing,"৳66,990.00","2022, July 16","Android 12, up to 13, Nothing OS 1.5.3","6.55"" 1440x3216 pixels",50MP 2160p,8/12GB RAM Snapdragon 778G+ 5G,4500mAh Li-Po
Walton,"৳10,190.00 ৳10,499.00",2022 June,Android 11,"6.52"" 720x1600 pixels",13MP 1080P,3GB RAM Helio G25,5000mAh Li-po
OnePlus,"৳18,990.00 ৳11,999.00","2022, August 08","Android 12, OxygenOS 12.1","6.56"" 720x1612 pixels",50MP 1080p,4GB RAM Helio G35,5000mAh Li-Po
Tecno,"৳17,990.00 ৳16,990.00",2022 June,"Android 12, HIOS 8.6","6.8"" 1080x2460 pixels",48MP 1080p,6GB RAM Helio G85,5000mAh Li-Po
Samsung,Coming soon,Not announced yet,Android 12,"6.8"" 1440x3080 pixels",108MP 4320p,8/12GB RAM Exynos 2200,5000mAh Li-Ion
Lenovo,Coming soon,Not announced yet,Android 12,"6.92"" 1080x2460 pixels",64MP 2160p,12/16GB RAM Snapdragon 888 5G,4500mAh Li-Po
Realme,"৳11,000.00","2022, June 27","Android 11, Realme UI Go","6.5"" 720x1600 pixels",8MP 1080p,3/4GB RAM Unisoc Tiger T612,5000mAh Li-Po
Realme,"৳20,000.00","2022, August 24","Android 12, Realme UI 3.0","6.6"" 1080x2412 pixels",50MP 1080p,4/6GB RAM Dimensity 810,5000mAh Li-Po
Vivo,"৳75,000.00","2022, July 25","Android 12, Funtouch 12, Origin OS Ocean","6.78"" 1440x3200 pixels",50MP 4320p,8/12GB RAM Snapdragon 8+ Gen 1,4700mAh Li-Po
Vivo,"৳55,000.00","2022, July 26","Android 12, Origin OS Ocean","6.78"" 1080x2400 pixels",50MP 2160p,8/12GB RAM Snapdragon 8+ Gen 1,4700mAh Li-Po
Motorola,Coming soon,Not announced yet,Android 12,"6.5"" 1080x2400 pixels",50MP 2160p,6/8GB RAM Dimensity 720 5G,5000mAh Li-Po
Motorola,Coming soon,Not announced yet,Android 12,"6.5"" 720x1600 pixels",50MP 1080p,6GB RAM Dimensity 700,4500mAh Li-Po
Oppo,"৳35,000.00","2022, August 04","Android 12, ColorOS 12.1","6.43"" 1080x2400 pixels",64MP 1080p,8GB RAM Snapdragon 695 5G,4500mAh Li-Po
OnePlus,"৳50,000.00","2022, May 04","Android 12, OxygenOS 12.1","6.7"" 1080x2412 pixels",50MP 2160p,12GB RAM Dimensity 8100-Max,4500mAh Li-Po
Infinix,"৳25,000.00","2022, February 18","Android 11, XOS 7.6","6.78"" 1080x2460 pixels",50MP 1440p,4/6GB RAM Helio G88,5000mAh Li-Po
Vivo,Coming soon,Cancelled,"Android 12, Origin OS Ocean","6.51"" 720x1600 pixels",13MP 2160p,4/6GB RAM Dimensity 700,5000mAh Li-Po
TCL,Coming soon,"Exp. release 2022, June","Android 12, TCL UI 4.0","6.81"" 1080x2460 pixels",50MP 1080p,4GB RAM Dimensity 700,4000mAh Li-Ion
Xiaomi,Coming soon,Not announced yet,"Android 12, MIUI 13","6.6"" 1080x2460 pixels",64MP 3240p,6/8GB RAM Dimensity 8100,5080mAh Li-Po
Xiaomi,"৳67,000.00","2023, January 01","Android 13, MIUI 14","6.67"" 1080x2340 pixels",54MP 4320p,8-16GB RAM Snapdragon 8 Gen 2,5000mAh Li-Po
Xiaomi,"৳58,000.00","2023, January 01","Android 13, MIUI 14","6.67"" 1440x3200 pixels",64MP 4320p,8-16GB RAM Snapdragon 8+ Gen 1,5500mAh Li-Po
Itel,"৳12,000.00","2022, May",Android 11,"6.8"" 720x1612 pixels",13MP 1080p,2GB RAM Unisoc SC9863A,6000mAh Li-Po
Itel,"৳8,000.00","2022, May",Android 11,"6.6"" 720x1612 pixels",8MP 1080p,2GB RAM,5000mAh Li-Po
OnePlus,"৳52,000.00","2023, February 21","Android 13, OxygenOS 13","6.74"" 1240x2772 pixels",50MP 2160p,8/16GB RAM Snapdragon 8+ Gen 1,5000mAh Li-Po
Vivo,"৳25,000.00","2022, May 21","Android 12, Funtouch 12","6.44"" 1080x2408 pixels",50MP 1080p,8GB RAM Helio G96,4050mAh Li-Po
OnePlus,Coming soon,Not announced yet,Android 12,"6.7"" 1080x2412 pixels",64MP 2160p,8/12GB RAM Dimensity 8100 Max,4500mAh Li-Po
Oppo,"৳28,000.00","2022, June 10","Android 12, ColorOS 12.1","6.56"" 720x1612 pixels",48MP 1080p,6GB RAM Dimensity 810,5000mAh Li-Po
Infinix,"৳18,000.00","2022, May 11","Android 12, XOS 10.6","6.82"" 720x1640 pixels",50MP 1080p,4GB RAM Helio G85,5000mAh Li-Po
Vivo,"৳38,000.00","2023, September 29","Android 13, Funtouch 13","6.78"" 1080x2400 pixels",64MP 2160p,8GB RAM Dimensity 7200,4600mAh Li-Po
Samsung,"৳197,999.00 ৳224,999.00","2023, February","Android 13, up to Android 14, One UI 6","6.8"" 1440x3088 pixels",200MP 4320p,8/12GB RAM Snapdragon 8 Gen 2,5000mAh Li-Ion
Samsung,"৳80,000.00","2023, February 17","Android 13, One UI 5.1","6.6"" 1080x2340 pixels",50MP 4320p,8GB RAM Snapdragon 8 Gen 2,4700mAh Li-Ion
Samsung,"৳70,000.00 ৳67,000.00","2023, February 17","Android 13, One UI 5.1","6.1"" 1080x2340 pixels",50MP 4320p,8GB RAM Snapdragon 8 Gen 2,3900mAh Li-Ion
Realme,"৳20,000.00","2022, May 24","Android 12, Realme UI 3.0","6.6"" 1080x2408 pixels",48MP 1080p,4/6GB RAM Dimensity 810,5000mAh Li-Po
Oppo,"৳22,000.00","2022, September 22","Android 12, ColorOS 12.1","6.59"" 1080x2412 pixels",64MP 2160p,6-12GB RAM Snapdragon 695 5G,5000mAh Li-Po
OnePlus,"৳30,000.00","2022, May 31","Android 12, ColorOS 12.1","6.59"" 1080x2412 pixels",64MP 2160p,8/12GB RAM Dimensity 8100-Max,5000mAh Li-Po
Realme,"৳17,000.00","2022, June 09","Android 12, Realme UI 3.0","6.6"" 1080x2412 pixels",50MP 1080p,4GB RAM Snapdragon 695 5G,5000mAh Li-Po
Realme,"৳30,000.00","2022, August 25","Android 12, ColorOS 12","6.56"" 720x1612 pixels",13MP 1080p,4GB RAM Dimensity 700,5000mAh Li-Po
Xiaomi,"৳110,000.00","2022, December 14","Android 13, MIUI 14","6.73"" 1440x3200 pixels",50MP 4320p,8/12GB RAM Snapdragon 8 Gen 2,4820mAh Li-Po
Xiaomi,"৳103,000.00","2022, December 14","Android 13, MIUI 14","6.36"" 1080x2400 pixels",50MP 4320p,8/12GB RAM Snapdragon 8 Gen2,4500mAh Li-Po
Honor,Coming soon,Not announced yet,Android 11,"6.7"" 1080x2388 pixels",48MP 1080p,8GB RAM Dimensity 810 5G,5000mAh Li-Po
Honor,Coming soon,Not announced yet,Android 11,"6.74"" 720x1600 pixels",13MP 1080p,8GB RAM Dimensity 700 5G,4500mAh Li-Po
Xiaomi,"৳30,000.00","2022, May 31","Android 12, MIUI 13","6.6"" 1080x2400 pixels",64MP 2160p,6/8GB RAM Dimensity 8100,5080mAh Li-Po
Samsung,"৳55,000.00","2022, April 01","Android 12, One UI 4.1","6.5"" 1080x2400 pixels",12MP 2160p,6GB RAM Snapdragon 865 5G,4500mAh Li-Ion
Motorola,"৳27,000.00","2022, June 28",Android 12,"6.5"" 1080x2400 pixels",50MP 2160p,4GB RAM Snapdragon 480+ 5G,5000mAh Li-Po
BLU,"৳12,000.00","2022, April",Android 11,"6.5"" 720x1600 pixels",12MP 1080p,3GB RAM,4000mAh Li-Po
Oppo,Coming soon,"2022, June 4","Android 11, ColorOS 12","6.43"" 1080x2400 pixels",64MP 1080p,8GB RAM Snapdragon 695 5G,4500mAh Li-Po
Vivo,"৳20,000.00","Exp. release 2022, May","Android 12, Funtouch 12","6.44"" 1080x2400 pixels",50MP 1080p,4-8GB RAM Snapdragon 680 4G,5000mAh Li-Po
Vivo,"৳25,000.00","2022, July 02","Android 12, Funtouch 12","6.44"" 1080x2400 pixels",50MP 1080p,8GB RAM Snapdragon 680 4G,5000mAh Li-Po
Honor,"৳16,000.00","2022, May 27","Android 11, Magic UI 5.0","6.5"" 720x1600 pixels",13MP 1080p,4/8GB RAM Snapdragon 480+ 5G,5000mAh Li-Po
ZTE,"৳94,000.00","2022, May 13","Android 12, MyOS 12","6.8"" 1116x2480 pixels",64MP 4320p,8-16GB RAM Snapdragon 8 Gen 1,5000mAh Li-Po
Samsung,"৳19,999.00 ৳17,999.00","2022, September 22","Android 12, One UI Core 4","6.5"" 720x1600 pixels",50MP 1080p,3/4GB RAM Exynos 850,5000mAh Li-Po
Samsung,"৳16,999.00 ৳14,999.00","2022, October 10","Android 12, up to Android 13, One UI Core 5.0","6.5"" 720x1600 pixels",50MP 1080p,3/4GB RAM Helio P35,5000mAh Li-Ion
Huawei,Coming soon,Not announced yet,Android 11,"6.78"" 1080x2388 pixels",108MP 2160p,8GB RAM Snapdragon 695 5G,5000mAh Li-Po
Vivo,Coming soon,Not announced yet,Android 11,"6.58"" 1080x2408 pixels",50MP 1080p,4-8GB RAM Snapdragon 695 5G,5000mAh Li-Po
Vivo,"৳30,000.00","2022, May 02","Android 12, Funtouch 12","6.44"" 1080x2404 pixels",50MP 1080p,4-8GB RAM Snapdragon 680 4G,5000mAh Li-Po
Infinix,Coming soon,"2022, May 30","Android 11, XOS 10","6.82"" 720x1612 pixels",13MP 1080p,4/6GB RAM Unisoc T610,6000mAh Li-Po
Infinix,"৳13,999.00 ৳12,999.00","2022, April","Android 12, XOS 10","6.82"" 720x1612 pixels",13MP 1080p,4/6GB RAM Helio A22,6000mAh Li-Ion
Infinix,"৳9,999.00 ৳9,499.00","2022, April 26","Android 11, XOS 7.6","6.6"" 720x1600 pixels",8MP 1080p,2/3GB RAM Unisoc SC9863A,5000mAh Li-Po
OnePlus,"৳57,000.00","2023, February 13","Android 13, ColorOS 13","6.74"" 1240x2772 pixels",50MP 2160p,12/16GB RAM Snapdragon 8+ Gen 1,5000mAh Li-Po
OnePlus,Coming soon,Not announced yet,Android 12,"6.7"" 1080x2412 pixels",50MP 2160p,8/12GB RAM Dimensity 8100,4500mAh Li-Po
Symphony,"৳5,990.00","2022, April",Android 10,"5.7"" 480x960 pixels",5MP 1080p,1GB RAM,3000mAh Li-ion
ZTE,Coming soon,Not announced yet,Android 12,"6.67"" 1080x2400 pixels",64MP 1080p,8GB RAM Dimensity 720 5G,6000mAh Li-Po
ZTE,Coming soon,Not announced yet,Android 12,"6.67"" 1080x2400 pixels",64MP 1080p,8GB RAM Dimensity 720 5G,5100mAh Li-Po
ZTE,Coming soon,Not announced yet,Android 11,"6.67"" 1080x2400 pixels",64MP 1080p,8GB RAM Dimensity 720 5G,5000mAh Li-Po
ZTE,Coming soon,Not announced yet,Android 11,"6.52"" 1080x2400 pixels",64MP 1080p,8GB RAM Snapdragon 720G,4000mAh Li-Ion
Vivo,"৳30,000.00","2022, April 26","Android, Funtouch 12","6.44"" 1080x2404 pixels",64MP 1080p,8GB RAM Snapdragon 778G 5G,4700mAh Li-Po
Samsung,Coming soon,Not announced yet,Android 11,"6.7"" 1080x2640 pixels",12MP 2160p,8GB RAM Snapdragon 888 5G,4000mAh Li-Po
Vivo,"৳28,000.00","2022, May 11","Android 12, Origin OS Ocean","6.62"" 1080x2400 pixels",64MP 2160p,8/12GB RAM Snapdragon 870 5G,4700mAh Li-Po
Vivo,"৳18,000.00","2022, April 26","Android, Funtouch 12","6.58"" 1080x2408 pixels",50MP 1080p,4/8GB RAM Snapdragon 680 4G,5000mAh Li-Po
Walton,"৳9,999.00 ৳8,510.00","2022, April",Android 12,"6.52"" 720x1600 pixels",13MP 1080P,2/4GB RAM Helio A22,4200mAh Li-po
Infinix,"৳22,000.00","2022, July 15","Android 12, XOS 10.6","6.7"" 1080x2400 pixels",108MP 1440p,8GB RAM Dimensity 810,5000mAh Li-Po
Infinix,"৳19,999.00 ৳17,999.00","2022, April","Android 11, XOS 10.6","6.7"" 1080x2460 pixels",50MP 1440p,4/6GB RAM Helio G88,5000mAh Li-Po
Huawei,"৳140,000.00","2022, May 07",HarmonyOS 2.0,"7.8"" 2200x2480 pixels",50MP 2160p,8/12GB RAM Snapdragon 888 4G,4880mAh Li-Po
Huawei,"৳40,000.00","2022, April 23","Android 11, EMUI 12, no Google Play Services","6.78"" 1080x2388 pixels",108MP 2160p,8GB RAM Snapdragon 695 5G,4000mAh Li-Po
Huawei,"৳20,000.00","2022, May 01","EMUI 12, no Google Play Services","6.75"" 720x1600 pixels",48MP 1080p,4GB RAM Unspecified,6000mAh Li-Po
Xiaomi,"৳70,000.00","2022, July 07","Android 12, MIUI 13","6.73"" 1440x3200 pixels",64MP 3240p,8/12GB RAM Snapdragon 8+ Gen 1,4600mAh Li-Po
Xiaomi,"৳60,000.00","2022, July 07","Android 12, MIUI 13","6.28"" 1080x2400 pixels",50MP 4320p,8/12GB RAM Snapdragon 8+ Gen 1,4500mAh Li-Po
BLU,"৳20,000.00","2022, April 20",Android 11,"6.8"" 1080x2460 pixels",48MP 2160p,8GB RAM Dimensity 810 5G,5000mAh Li-Po
Xiaomi,"৳35,000.00","2022, April 21","Android 12, MIUI 13","6.55"" 1080x2400 pixels",64MP 2160p,8/12GB RAM Snapdragon 778G+ 5G,4500mAh Li-Po
Walton,"৳14,999.00","2022, April",Android 11,"6.53"" 1080 x 2340 pixels",16MP 1080P,4/6 GB RAM Snapdragon 665,5000mAh Li-po
Oppo,"৳28,000.00","2022, June 10","Android 12, ColorOS 12.1","6.56"" 720x1612 pixels",48MP 1080p,8GB RAM Dimensity 810,5000mAh Li-Po
Vivo,Coming soon,Not announced yet,Android 12,"7.0"" 1440x3080 pixels",50MP 4320p,8/12GB RAM Snapdragon 8 Gen 1,5000mAh Li-Po
Realme,"৳18,000.00","2022, April 18","Android 12, Realme UI 3.0","6.58"" 1080x2408 pixels",13MP 1080p,4/6GB RAM Dimensity 810 5G,5000mAh Li-Po
